player,position,opponent,expected_points,salary,ex_ppd,week,TEAM,OPP,MATCHUP,Start_Sit,Online_proj,rk_rec,yds_rec,tgt_rec,day_rec,g_number_rec,date_rec,age_rec,team_rec,home_away_rec,opp_rec,result_rec,tgt_2_rec,rec_rec,yds_2_rec,y_r_rec,td_rec,ctch_percent_rec,y_tgt_rec,x1_rec,pos_rec,draft_rec,rk_rus,yds_rus,att_rus,day_rus,g_number_rus,date_rus,age_rus,team_rus,home_away_rus,opp_rus,result_rus,att_2_rus,yds_2_rus,y_a_rus,td_rus,x1_rus,pos_rus,draft_rus,points,FPPG
Marquez Valdes Scantling,WR,IND,5.391627955323629,12,0.4493023296103024,3,KC,at IND,3 out of 5 stars,C,8.3,61,48,7,Sun,3,2022-09-25,27-350,KAN,away,IND,L 17-20,7,4,48,12,0,57.1,6.9,3,WR,5-174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000000000001,4.2
Zay Jones,WR,LAC,6.212916265828376,11,0.5648105696207615,3,JAC,at LAC,2 out of 5 stars,D+,7.5,23,85,11,Sun,3,2022-09-25,27-179,JAX,away,LAC,W 38-10,11,10,85,8.5,1,90.9,7.7,5,WR,2-37,111,0,1,NA,3,2022-09-25,27-179,JAX,away,LAC,W 38-10,1,0,0,0,0,NA,2-37,19.5,6.6
Rashod Bateman,WR,NE,10.111143666665347,19,0.5321654561402814,3,BAL,at NE,2 out of 5 stars,B+,10.3,46,59,4,Sun,3,2022-09-25,22-300,BAL,away,NWE,W 37-26,4,2,59,29.5,0,50,14.8,1,WR,1-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,15.9
Michael Gallup,WR,NYG,3.815294964607464,14,0.2725210689005332,3,DAL,at NYG,4 out of 5 stars,F,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
Devin Duvernay,WR,NE,6.772707677255154,15,0.4515138451503436,3,BAL,at NE,2 out of 5 stars,F,6.9,114,25,2,Sun,3,2022-09-25,25-013,BAL,away,NWE,W 37-26,2,2,25,12.5,1,100,12.5,2,WR,3-92,124,-2,2,NA,3,2022-09-25,25-013,BAL,away,NWE,W 37-26,2,-2,-1,0,0,NA,3-92,9.3,15.3
Julio Jones,WR,GB,6.642099602318121,15,0.44280664015454135,3,TB,vs. GB,2 out of 5 stars,D+,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1
Jerry Jeudy,WR,SF,7.966745597009253,17,0.4686320939417208,3,DEN,vs. SF,3 out of 5 stars,C+,9.2,146,17,6,Sun,3,2022-09-25,23-154,DEN,home,SFO,W 11-10,6,2,17,8.5,0,33.3,2.8,1,WR,1-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,10
Sterling Shepard,WR,DAL,10.095516693738036,13,0.7765782072106181,3,NYG,vs. DAL,3 out of 5 stars,C,8.5,56,49,10,Mon,3,2022-09-26,29-228,NYG,home,DAL,L 16-23,10,5,49,9.8,0,50,4.9,2,WR,2-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,10.2
Ashton Dulin,WR,KC,5.718755395603649,11,0.5198868541457863,3,IND,vs. KC,3 out of 5 stars,F,5.8,196,7,1,Sun,3,2022-09-25,25-133,IND,home,KAN,W 20-17,1,1,7,7,0,100,7,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2000000000000002,8.4
Isaiah McKenzie,WR,MIA,4.19706537036948,14,0.29979038359782,3,BUF,at MIA,3 out of 5 stars,D-,7.1,30,76,9,Sun,3,2022-09-25,27-169,BUF,away,MIA,L 19-21,9,7,76,10.9,1,77.8,8.4,4,WR,5-172,91,6,1,NA,3,2022-09-25,27-169,BUF,away,MIA,L 19-21,1,6,6,0,1,NA,5-172,17.700000000000003,6.8
Breshad Perriman,WR,GB,5.574918465207228,13,0.4288398819390175,3,TB,vs. GB,2 out of 5 stars,D-,6,69,44,4,Sun,3,2022-09-25,29-015,TAM,home,GNB,L 12-14,4,3,44,14.7,0,75,11,1,WR,1-26,113,0,1,NA,3,2022-09-25,29-015,TAM,home,GNB,L 12-14,1,0,0,0,0,NA,1-26,5.9,5.6
Curtis Samuel,WR,PHI,6.13614404077077,18,0.3408968911539316,3,WAS,vs. PHI,3 out of 5 stars,B,10.1,60,48,10,Sun,3,2022-09-25,26-045,WAS,home,PHI,L 8-24,10,7,48,6.9,0,70,4.8,2,WR,2-40,69,13,3,NA,3,2022-09-25,26-045,WAS,home,PHI,L 8-24,3,13,4.3,0,1,NA,2-40,9.600000000000001,17.3
Drake London,WR,SEA,7.941928651449377,17,0.4671722736146692,3,ATL,at SEA,2 out of 5 stars,B+,10.6,52,54,6,Sun,3,2022-09-25,21-063,ATL,away,SEA,W 27-23,6,3,54,18,1,50,9,3,WR,1-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,15.2
Noah Brown,WR,NYG,8.091795905707196,11,0.7356178096097451,3,DAL,at NYG,4 out of 5 stars,D+,7.4,51,54,7,Mon,3,2022-09-26,26-263,DAL,away,NYG,W 23-16,7,5,54,10.8,0,71.4,7.7,3,WR,7-239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,13.5
Garrett Wilson,WR,CIN,6.584261551155116,15,0.4389507700770077,3,NYJ,vs. CIN,3 out of 5 stars,B-,9.9,45,60,11,Sun,3,2022-09-25,22-065,NYJ,home,CIN,L 12-27,11,6,60,10,0,54.5,5.5,3,WR,1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16.6
Robbie Anderson,WR,NO,5.442336309523809,13,0.41864125457875456,3,CAR,vs. NO,4 out of 5 stars,C,8.1,155,14,4,Sun,3,2022-09-25,29-139,CAR,home,NOR,W 22-14,4,1,14,14,0,25,3.5,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9000000000000001,10.7
Michael Thomas,WR,CAR,7.570484539969835,23,0.3291515017378189,3,NO,at CAR,4 out of 5 stars,A-,11.2,57,49,5,Sun,3,2022-09-25,29-206,NOR,away,CAR,L 14-22,5,5,49,9.8,0,100,9.8,3,WR,2-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,17.8
Chris Olave,WR,CAR,2.955750377073907,15,0.19705002513826045,3,NO,at CAR,4 out of 5 stars,C+,9,4,147,13,Sun,3,2022-09-25,22-090,NOR,away,CAR,L 14-22,13,9,147,16.3,0,69.2,11.3,5,WR,1-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.200000000000003,8
Greg Dortch,WR,LAR,6.220991091314032,14,0.4443565065224308,3,ARI,vs. LAR,3 out of 5 stars,C-,7.6,27,80,10,Sun,3,2022-09-25,24-119,ARI,home,LAR,L 12-20,10,9,80,8.9,0,90,8,4,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,11.6
Treylon Burks,WR,LV,4.368405454088473,12,0.36403378784070606,3,TEN,vs. LV,4 out of 5 stars,C,8.6,163,13,2,Sun,3,2022-09-25,22-186,TEN,home,LVR,W 24-22,2,1,13,13,0,50,6.5,1,WR,1-18,79,8,1,NA,3,2022-09-25,22-186,TEN,home,LVR,W 24-22,1,8,8,0,0,NA,1-18,2.6,6.8
Taysom Hill,TE,CAR,0.15655165912518854,16,0.00978447869532428,3,NO,at CAR,3 out of 5 stars,F,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
Jahan Dotson,WR,PHI,6.079342166591029,17,0.3576083627406488,3,WAS,vs. PHI,3 out of 5 stars,C+,9,183,10,8,Sun,3,2022-09-25,22-187,WAS,home,PHI,L 8-24,8,2,10,5,0,25,1.3,0,WR,1-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.2
JuJu Smith Schuster,WR,IND,2.0425981228668944,16,0.1276623826791809,3,KC,at IND,3 out of 5 stars,B-,9.7,18,89,8,Sun,3,2022-09-25,25-307,KAN,away,IND,L 17-20,8,5,89,17.8,0,62.5,11.1,4,WR,2-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,5.7
Kyle Philips,WR,LV,2.4105636310321716,12,0.2008803025860143,3,TEN,vs. LV,4 out of 5 stars,F,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3
Jody Fortson,TE,IND,0,14,0,3,KC,at IND,3 out of 5 stars,F,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3
DJ Moore,WR,NO,0,20,0,3,CAR,vs. NO,4 out of 5 stars,B+,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2
Gabe Davis,WR,MIA,0,20,0,3,BUF,at MIA,3 out of 5 stars,A-,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8
Marvin Jones Jr,WR,LAC,0,11,0,3,JAC,at LAC,2 out of 5 stars,D-,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
Joshua Palmer,WR,JAX,0,17,0,3,LAC,vs. JAC,4 out of 5 stars,C-,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
Allen Robinson II,WR,ARI,0,17,0,3,LAR,at ARI,3 out of 5 stars,B,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
DK Metcalf,WR,ATL,0,19,0,3,SEA,vs. ATL,4 out of 5 stars,B,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
Jonathan Taylor,RB,TEN,16.621552080347353,36,0.4617097800096487,4,IND,vs. TEN,2 out of 5 stars,A+,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,42,20,NA,4,2022-10-02,23-256,IND,home,TEN,L 17-24,20,42,2.1,0,3,NA,2-41,4.2,14.3
Austin Ekeler,RB,HOU,14.885234479641593,23,0.6471841078105041,4,LAC,at HOU,4 out of 5 stars,A,15.5,56,49,7,Sun,4,2022-10-02,27-138,LAC,away,HOU,W 34-24,7,6,49,8.2,1,85.7,7,2,RB,0,26,60,13,NA,4,2022-10-02,27-138,LAC,away,HOU,W 34-24,13,60,4.6,2,3,NA,0,31.9,10.8
Joe Mixon,RB,MIA,14.506239234859777,25,0.580249569394391,4,CIN,vs. MIA,3 out of 5 stars,A,15.3,155,13,4,Thu,4,2022-09-29,26-067,CIN,home,MIA,W 27-15,4,4,13,3.3,0,100,3.3,0,RB,2-48,25,61,24,NA,4,2022-09-29,26-067,CIN,home,MIA,W 27-15,24,61,2.5,1,4,NA,2-48,15.4,12.1
Najee Harris,RB,NYJ,15.96411869303573,26,0.6140045651167588,4,PIT,vs. NYJ,5 out of 5 stars,A-,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,74,18,NA,4,2022-10-02,24-207,PIT,home,NYJ,L 20-24,18,74,4.1,0,2,NA,1-24,7.4,10.9
James Conner,RB,CAR,10.7604719883308,26,0.4138643072434922,4,ARI,at CAR,3 out of 5 stars,B,12.5,115,22,3,Sun,4,2022-10-02,27-150,ARI,away,CAR,W 26-16,3,3,22,7.3,0,100,7.3,0,RB,3-105,29,55,15,NA,4,2022-10-02,27-150,ARI,away,CAR,W 26-16,15,55,3.7,0,3,NA,3-105,9.2,9.1
Ezekiel Elliott,RB,WAS,9.286806411421557,24,0.38695026714256486,4,DAL,vs. WAS,2 out of 5 stars,B-,11.2,87,32,2,Sun,4,2022-10-02,27-072,DAL,home,WAS,W 25-10,2,2,32,16,0,100,16,1,RB,1-4,31,49,19,NA,4,2022-10-02,27-072,DAL,home,WAS,W 25-10,19,49,2.6,0,1,NA,1-4,9.100000000000001,8.3
Nick Chubb,RB,ATL,15.863445389576494,30,0.5287815129858832,4,CLE,at ATL,4 out of 5 stars,A+,17.6,172,9,3,Sun,4,2022-10-02,26-279,CLE,away,ATL,L 20-23,3,2,9,4.5,0,66.7,3,1,RB,2-35,6,118,19,NA,4,2022-10-02,26-279,CLE,away,ATL,L 20-23,19,118,6.2,1,6,NA,2-35,19.700000000000003,21
Damien Harris,RB,GB,10.256772333924395,15,0.6837848222616265,4,NE,at GB,5 out of 5 stars,C,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,86,18,NA,4,2022-10-02,25-233,NWE,away,GNB,L 24-27 (OT),18,86,4.8,1,4,NA,3-87,14.6,11.4
Alvin Kamara,RB,MIN,10.458185847495152,28,0.3735066374105412,4,NO,vs. MIN,4 out of 5 stars,A-,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
Antonio Gibson,RB,DAL,12.566273016932705,18,0.6981262787184837,4,WAS,at DAL,2 out of 5 stars,B,12.1,151,14,3,Sun,4,2022-10-02,24-101,WAS,away,DAL,L 10-25,3,3,14,4.7,0,100,4.7,0,RB,3-66,32,49,13,NA,4,2022-10-02,24-101,WAS,away,DAL,L 10-25,13,49,3.8,0,2,NA,3-66,7.800000000000001,12.7
Leonard Fournette,RB,KC,12.513562295990592,24,0.521398428999608,4,TB,vs. KC,3 out of 5 stars,A,15.2,41,57,7,Sun,4,2022-10-02,27-257,TAM,home,KAN,L 31-41,7,7,57,8.1,1,100,8.1,3,RB,1-4,120,-3,3,NA,4,2022-10-02,27-257,TAM,home,KAN,L 31-41,3,-3,-1,0,0,NA,1-4,14.899999999999999,10.9
Cordarrelle Patterson,RB,CLE,13.893781633737,20,0.69468908168685,4,ATL,vs. CLE,3 out of 5 stars,B,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,9,NA,4,2022-10-02,31-199,ATL,home,CLE,W 23-20,9,38,4.2,1,2,NA,1-29,9.8,15.7
Aaron Jones,RB,NE,13.514677814457396,23,0.5875946875851041,4,GB,vs. NE,3 out of 5 stars,A-,14.3,195,5,4,Sun,4,2022-10-02,27-304,GNB,home,NWE,W 27-24 (OT),4,3,5,1.7,0,75,1.3,0,RB,5-182,8,110,16,NA,4,2022-10-02,27-304,GNB,home,NWE,W 27-24 (OT),16,110,6.9,0,7,NA,5-182,13,14.6
Derrick Henry,RB,IND,13.795370225603406,35,0.3941534350172402,4,TEN,at IND,3 out of 5 stars,A,15.2,81,33,5,Sun,4,2022-10-02,28-271,TEN,away,IND,W 24-17,5,3,33,11,0,60,6.6,1,RB,2-45,7,114,22,NA,4,2022-10-02,28-271,TEN,away,IND,W 24-17,22,114,5.2,1,4,NA,2-45,22.200000000000003,13.2
Dalvin Cook,RB,NO,12.07057949550692,29,0.416226879155411,4,MIN,at NO,1 out of 5 stars,B+,13.5,166,10,2,Sun,4,2022-10-02,27-053,MIN,away,NOR,W 28-25,2,2,10,5,0,100,5,1,RB,2-41,14,76,20,NA,4,2022-10-02,27-053,MIN,away,NOR,W 28-25,20,76,3.8,0,2,NA,2-41,9.600000000000001,10.5
Josh Jacobs,RB,DEN,9.806998556000288,15,0.6537999037333525,4,LV,vs. DEN,3 out of 5 stars,B-,11.8,88,31,6,Sun,4,2022-10-02,24-233,LVR,home,DEN,W 32-23,6,5,31,6.2,0,83.3,5.2,4,RB,1-24,3,144,28,NA,4,2022-10-02,24-233,LVR,home,DEN,W 32-23,28,144,5.1,2,8,NA,1-24,32,9.5
Javonte Williams,RB,LV,11.75306212557098,22,0.5342300966168627,4,DEN,at LV,3 out of 5 stars,B+,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,28,10,NA,4,2022-10-02,22-160,DEN,away,LVR,L 23-32,10,28,2.8,0,2,NA,2-35,2.8000000000000003,10.3
Devin Singletary,RB,BAL,9.62088419329879,16,0.6013052620811744,4,BUF,at BAL,3 out of 5 stars,C,9.7,60,47,5,Sun,4,2022-10-02,25-029,BUF,away,BAL,W 23-20,5,4,47,11.8,0,80,9.4,3,RB,3-74,34,49,11,NA,4,2022-10-02,25-029,BUF,away,BAL,W 23-20,11,49,4.5,0,2,NA,3-74,11.600000000000001,10
AJ Dillon,RB,NE,9.859299421054615,20,0.49296497105273074,4,GB,vs. NE,3 out of 5 stars,B-,11,162,11,2,Sun,4,2022-10-02,24-153,GNB,home,NWE,W 27-24 (OT),2,1,11,11,0,50,5.5,1,RB,2-62,17,73,17,NA,4,2022-10-02,24-153,GNB,home,NWE,W 27-24 (OT),17,73,4.3,0,2,NA,2-62,8.9,9.9
James Robinson,RB,PHI,16.119547371971997,24,0.6716478071654999,4,JAC,at PHI,4 out of 5 stars,B,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,29,8,NA,4,2022-10-02,24-054,JAX,away,PHI,L 21-29,8,29,3.6,0,1,NA,0,2.9000000000000004,17.8
Tony Pollard,RB,WAS,10.864621291974863,20,0.5432310645987432,4,DAL,vs. WAS,2 out of 5 stars,C,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,6,8,NA,4,2022-10-02,25-155,DAL,home,WAS,W 25-10,8,6,0.8,0,0,NA,4-128,0.6000000000000001,10.5
Michael Carter,RB,PIT,10.366914870278872,16,0.6479321793924295,4,NYJ,at PIT,3 out of 5 stars,C,9,149,14,3,Sun,4,2022-10-02,23-148,NYJ,away,PIT,W 24-20,3,2,14,7,0,66.7,4.7,0,RB,4-107,69,15,9,NA,4,2022-10-02,23-148,NYJ,away,PIT,W 24-20,9,15,1.7,0,0,NA,4-107,3.9000000000000004,8.7
Rashaad Penny,RB,DET,9.053566954698296,22,0.4115257706681044,4,SEA,at DET,5 out of 5 stars,C+,10.4,192,6,1,Sun,4,2022-10-02,26-242,SEA,away,DET,W 48-45,1,1,6,6,0,100,6,1,RB,1-27,1,151,17,NA,4,2022-10-02,26-242,SEA,away,DET,W 48-45,17,151,8.9,2,6,NA,1-27,28.200000000000003,5.5
Saquon Barkley,RB,CHI,17.349640629406863,29,0.598263469979547,4,NYG,vs. CHI,3 out of 5 stars,A+,18.9,138,16,2,Sun,4,2022-10-02,25-235,NYG,home,CHI,W 20-12,2,2,16,8,0,100,8,1,RB,1-2,2,146,31,NA,4,2022-10-02,25-235,NYG,home,CHI,W 20-12,31,146,4.7,0,5,NA,1-2,17.200000000000003,20.4
Rhamondre Stevenson,RB,GB,8.787726163856679,20,0.4393863081928339,4,NE,at GB,5 out of 5 stars,C,9.5,113,23,5,Sun,4,2022-10-02,24-221,NWE,away,GNB,L 24-27 (OT),5,4,23,5.8,0,80,4.6,1,RB,4-120,23,66,14,NA,4,2022-10-02,24-221,NWE,away,GNB,L 24-27 (OT),14,66,4.7,0,5,NA,4-120,10.900000000000002,9.1
Chase Edmonds,RB,CIN,9.03733470074463,16,0.5648334187965394,4,MIA,at CIN,3 out of 5 stars,C-,8.2,150,14,3,Thu,4,2022-09-29,26-169,MIA,away,CIN,L 15-27,3,2,14,7,1,66.7,4.7,1,RB,4-134,86,6,5,NA,4,2022-09-29,26-169,MIA,away,CIN,L 15-27,5,6,1.2,0,0,NA,4-134,9,9.3
Clyde Edwards Helaire,RB,TB,11.750433471701536,17,0.6912019689236197,4,KC,at TB,3 out of 5 stars,C+,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,92,19,NA,4,2022-10-02,23-174,KAN,away,TAM,W 41-31,19,92,4.8,1,5,NA,1-32,15.200000000000001,15.7
Alexander Mattison,RB,NO,6.61776772669232,19,0.3483035645627537,4,MIN,at NO,1 out of 5 stars,D,6.9,146,15,1,Sun,4,2022-10-02,24-105,MIN,away,NOR,W 28-25,1,1,15,15,1,100,15,1,RB,3-102,101,3,3,NA,4,2022-10-02,24-105,MIN,away,NOR,W 28-25,3,3,1,0,0,NA,3-102,8.3,5.8
Jamaal Williams,RB,SEA,12.61644121669491,23,0.5485409224649961,4,DET,vs. SEA,3 out of 5 stars,A-,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,108,19,NA,4,2022-10-02,27-182,DET,home,SEA,L 45-48,19,108,5.7,2,5,NA,4-134,22.8,15.2
Miles Sanders,RB,JAX,7.651986010914337,21,0.364380286234016,4,PHI,vs. JAC,4 out of 5 stars,B-,11.8,120,22,3,Sun,4,2022-10-02,25-154,PHI,home,JAX,W 29-21,3,2,22,11,0,66.7,7.3,1,RB,2-53,4,134,27,NA,4,2022-10-02,25-154,PHI,home,JAX,W 29-21,27,134,5,2,7,NA,2-53,28.6,10.8
Christian McCaffrey,RB,ARI,15.447599346984637,38,0.4065157722890694,4,CAR,vs. ARI,2 out of 5 stars,A,16.1,23,81,9,Sun,4,2022-10-02,26-117,CAR,home,ARI,L 16-26,9,9,81,9,1,100,9,2,RB,1-8,55,27,8,NA,4,2022-10-02,26-117,CAR,home,ARI,L 16-26,8,27,3.4,0,2,NA,1-8,21.3,13.7
Kenneth Gainwell,RB,JAX,4.635677104850511,12,0.3863064254042092,4,PHI,vs. JAC,4 out of 5 stars,F,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,19,5,NA,4,2022-10-02,23-202,PHI,home,JAX,W 29-21,5,19,3.8,1,1,NA,5-150,7.9,4.4
